Name,Date of Birth,Gender,Marital Status,Phone Number,Email Address,Mailing Address,Language Preference,Geographical Location,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,Loan Purpose,EMI,IP Address,Geolocation,Repayment History,Days Left to Pay Current EMI,Delayed Payment
Vivaan Dara,11-11-1986,Female,Divorced,04279160319,osami@example.com,"28/28, Dutt Nagar, Hubli–Dharwad-526499",Urdu,Howrah,531,Personal Loan,96216,4,0.22,Home Renovation,25166.49,192.168.111.153,"76.533818, 95.442295","[{'Payment Date': datetime.date(2023, 5, 13), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 1), 'Payment Mode': 'Credit Card'}]",15,No
Emir Bajaj,24-02-1994,Female,Married,07007252543,rajagopalanmiraan@example.com,"35, Chana Path, Rewa 316261",Telugu,Raipur,470,Auto Loan,63518,3,0.1,Medical Emergency,21526.52,172.17.240.124,"-7.767553, -97.211515","[{'Payment Date': datetime.date(2023, 5, 7), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 6), 'Payment Mode': 'Cash'}]",15,Yes
Neelofar Barman,28-05-2001,Female,Widowed,6558939986,katajiya@example.net,"H.No. 70
Ram Circle
Gorakhpur 873936",English,Bhubaneswar,458,Personal Loan,80420,5,0.23,Wedding Expenses,17020.53,10.43.197.238,"-5.337019, 151.119573","[{'Payment Date': datetime.date(2023, 5, 5), 'Payment Mode': 'Debit Card'}]",11,No
Miraya Rajagopal,03-01-1988,Male,Divorced,+918593767643,tara72@example.com,"H.No. 55, Karpe Circle, Kochi-061257",Tamil,Pune,491,Auto Loan,43287,14,0.11,Home Renovation,3308.7,172.21.239.189,"86.2835435, 4.219942","[{'Payment Date': datetime.date(2023, 5, 20), 'Payment Mode': 'UPI'}]",6,No
Keya Dixit,06-05-1970,Male,Widowed,+912551298550,mdevi@example.net,"H.No. 871
Soni Path
Vellore-379251",Telugu,Chennai,752,Auto Loan,27269,13,0.12,Home Renovation,2247.37,192.168.27.252,"69.850610, -173.621370","[{'Payment Date': datetime.date(2023, 5, 18), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 27), 'Payment Mode': 'Credit Card'}]",10,No
Veer Dora,04-10-1987,Male,Divorced,00208008488,prerak95@example.net,"56
Virk Nagar, Jamnagar-306286",Urdu,Nizamabad,462,Personal Loan,92070,10,0.13,Debt Consolidation,9764.45,10.213.239.40,"5.6123425, -134.372047","[{'Payment Date': datetime.date(2023, 5, 6), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 28), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 26), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 21), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 20), 'Payment Mode': 'Cash'}]",2,No
Armaan Iyer,03-11-1976,Male,Married,02845855562,vardaniyadewan@example.com,"H.No. 15
Kalita, Satara 825859",Urdu,Bhopal,469,Home Loan,63555,13,0.12,Debt Consolidation,5237.87,172.17.131.136,"85.840390, 77.269214","[{'Payment Date': datetime.date(2023, 5, 17), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 20), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 25), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 16), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 26), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 26), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 11, 10), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 12, 28), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 1, 17), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 2, 8), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 3, 25), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 4, 18), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 5, 22), 'Payment Mode': 'Cash'}]",13,Yes
Anahi Aggarwal,10-04-1972,Female,Single,4071021856,nsinghal@example.org,"H.No. 030, Kunda Circle, Jodhpur-785003",Kannada,Bhind,300,Home Loan,41274,4,0.25,Debt Consolidation,10861.46,192.168.138.133,"84.1082645, 148.050798","[{'Payment Date': datetime.date(2023, 5, 23), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 23), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 28), 'Payment Mode': 'UPI'}]",12,Yes
Riaan Handa,16-01-1964,Male,Divorced,00103126797,vritika10@example.com,"47/075, Loyal Ganj, Barasat-287577",Urdu,Amroha,808,Home Loan,17686,7,0.23,Medical Emergency,2723.95,192.168.233.195,"66.3962555, -39.961380","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 5, 16), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 24), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 3), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 18), 'Payment Mode': 'Debit Card'}]",4,No
Yakshit Agarwal,10-03-1971,Female,Widowed,+917534108649,sethjayan@example.com,"52/18
Kulkarni Ganj, Rourkela 099269",Malayalam,Jamalpur,382,Personal Loan,87545,7,0.21,Debt Consolidation,13397.06,10.229.105.63,"-39.3121665, 150.721098",[],1,No
Tiya Seth,29-11-1979,Male,Married,0947039738,xkota@example.net,"891, Sankaran Nagar, Hospet 984754",English,Chandrapur,748,Personal Loan,40384,4,0.13,Debt Consolidation,10370.91,192.168.169.249,"59.081295, 51.560940",[],9,No
Renee Acharya,23-02-1975,Male,Divorced,09549356743,yasmin22@example.net,"H.No. 41, Bassi Zila, Bhiwandi 231658",Kannada,Raiganj,514,Home Loan,46996,8,0.18,Home Renovation,6277.91,172.19.252.161,"71.453726, -45.927430","[{'Payment Date': datetime.date(2023, 5, 15), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 4), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 20), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 2), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 15), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 24), 'Payment Mode': 'Net Banking'}]",5,Yes
Indranil Jaggi,27-03-1996,Female,Divorced,+912408426240,choudhryishaan@example.org,"96/47
Master Ganj, Chinsurah 844267",Malayalam,Davanagere,339,Personal Loan,96146,1,0.3,Home Renovation,98549.65,172.22.208.206,"-55.7243105, -77.199691","[{'Payment Date': datetime.date(2023, 5, 9), 'Payment Mode': 'Cash'}]",14,Yes
Zara Goda,01-10-1962,Male,Married,5473403231,chanaehsaan@example.net,"52/706
Doctor Path
Raichur 230720",Gujarati,Bhind,750,Home Loan,78888,4,0.11,Education Fees,20176.02,10.230.54.48,"71.6605755, -26.573015","[{'Payment Date': datetime.date(2023, 5, 17), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 5), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 1), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 18), 'Payment Mode': 'UPI'}]",5,No
Hazel Sabharwal,09-10-1971,Male,Married,+913912762116,lagankata@example.com,"77/63, Vig Marg
Bongaigaon 364373",Urdu,Purnia,407,Home Loan,33800,7,0.17,Home Renovation,5106.04,192.168.115.212,"-62.552627, -18.911387","[{'Payment Date': datetime.date(2023, 5, 19), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 20), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 28), 'Payment Mode': 'Credit Card'}]",14,No
Yakshit Tara,16-05-1976,Male,Widowed,+915994032410,bakshiaradhya@example.net,"H.No. 33
Shroff Road
Durg 397305",Urdu,Chinsurah,785,Personal Loan,77103,8,0.14,Home Renovation,10150.71,172.16.224.17,"-34.5485285, -48.832021","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 12), 'Payment Mode': 'Debit Card'}]",3,Yes
Nayantara Shah,17-05-1997,Male,Single,6830247068,rwalia@example.com,"H.No. 400, Khalsa Circle, Hajipur 218908",Hindi,Bongaigaon,556,Personal Loan,73807,9,0.17,Medical Emergency,8792.56,192.168.215.121,"-46.829793, -161.995879",[],5,Yes
Shanaya Khanna,18-12-1990,Female,Single,+918667811830,biswasdivyansh@example.net,"24/659
Mammen Road
Tenali-839269",English,Ulhasnagar,656,Personal Loan,27234,1,0.16,Medical Emergency,27597.12,172.30.148.17,"-35.9027315, 127.179043","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'Net Banking'}]",6,Yes
Hrishita Varkey,04-03-1978,Male,Widowed,9068058093,mangatarnav@example.net,"H.No. 05
Dayal Zila
Guna 677205",Telugu,Pondicherry,825,Personal Loan,86157,3,0.2,Debt Consolidation,29681.57,10.250.44.116,"6.8508035, -0.083564","[{'Payment Date': datetime.date(2023, 5, 6), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 9), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 21), 'Payment Mode': 'Credit Card'}]",9,No
Yashvi Kuruvilla,27-10-1978,Male,Married,02357167424,wkorpal@example.com,"71
Khatri Street
Bokaro-593672",Tamil,Orai,839,Home Loan,60354,8,0.14,Home Renovation,7945.68,192.168.224.146,"-74.852319, -84.799190","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 22), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 17), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 22), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 27), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 14), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 27), 'Payment Mode': 'Credit Card'}]",11,Yes
Kaira Borde,04-05-1988,Female,Divorced,+915533666722,lakshaybrar@example.net,"08
Lall Marg, Moradabad-176199",Malayalam,Asansol,553,Home Loan,65951,8,0.28,Home Renovation,9132.76,192.168.175.182,"4.823593, 70.698345","[{'Payment Date': datetime.date(2023, 5, 4), 'Payment Mode': 'Debit Card'}]",14,Yes
Kismat Chadha,29-01-1987,Male,Single,+915939339586,trisha22@example.org,"28/953
Hans Path, Jamalpur-965899",Urdu,Aurangabad,621,Auto Loan,63087,9,0.16,Education Fees,7485.23,10.145.188.119,"6.3061355, -138.368060","[{'Payment Date': datetime.date(2023, 5, 9), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 11), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 3), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 16), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 5), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 10), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 11, 12), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 12, 5), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 1, 13), 'Payment Mode': 'UPI'}]",10,No
Abram Zacharia,19-03-1991,Female,Divorced,+914369401574,ochoudhry@example.net,"55/90, Bakshi Nagar
Karawal Nagar 687178",Bengali,Singrauli,591,Personal Loan,63005,12,0.21,Medical Emergency,5866.63,192.168.72.217,"69.6755895, -177.653470",[],10,No
Hansh Khatri,12-09-2004,Female,Widowed,6011209983,sehgalkimaya@example.com,"H.No. 117
Venkataraman Circle
Nagercoil-682523",Hindi,Noida,357,Personal Loan,74225,15,0.11,Medical Emergency,5318.93,10.27.156.10,"-56.7754855, 160.845670","[{'Payment Date': datetime.date(2023, 5, 7), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 23), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 23), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 10), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 28), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 24), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 12, 22), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 1, 9), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 2, 24), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 3, 27), 'Payment Mode': 'Net Banking'}]",11,No
Aarna Maharaj,24-10-1968,Male,Single,2567267708,sahillalla@example.com,"007
Srivastava Path, Kirari Suleman Nagar 814349",Malayalam,Pallavaram,726,Personal Loan,48874,10,0.21,Medical Emergency,5370.05,172.18.174.151,"-3.227658, 9.917383","[{'Payment Date': datetime.date(2023, 5, 4), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 22), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 16), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 5), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 27), 'Payment Mode': 'Credit Card'}]",9,No
Zaina Gopal,04-09-1984,Male,Married,9232399902,fgara@example.com,"803
Rao Street
Katni 009525",Malayalam,Panipat,624,Auto Loan,62312,8,0.28,Education Fees,8628.84,192.168.189.169,"41.115361, -11.299737","[{'Payment Date': datetime.date(2023, 5, 25), 'Payment Mode': 'Net Banking'}]",8,No
Vidur Korpal,11-10-1967,Male,Widowed,02253222261,divankimaya@example.org,"H.No. 877
Sachdeva Road
Tiruvottiyur-830143",Malayalam,Visakhapatnam,564,Home Loan,38188,9,0.13,Debt Consolidation,4476.25,192.168.121.255,"55.627212, 121.724064","[{'Payment Date': datetime.date(2023, 5, 12), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 28), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 6), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 24), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 5), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 16), 'Payment Mode': 'Debit Card'}]",3,No
Zeeshan Raval,22-06-1983,Male,Widowed,8782685876,ira84@example.net,"H.No. 76
Krishnan Chowk, Tenali-378755",Bengali,Navi Mumbai,497,Home Loan,50084,2,0.17,Wedding Expenses,25575.39,172.22.157.205,"-58.458605, 161.880104","[{'Payment Date': datetime.date(2023, 5, 25), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 2), 'Payment Mode': 'UPI'}]",14,Yes
Trisha Bhavsar,19-06-1975,Female,Widowed,06406222270,shayaksahota@example.com,"H.No. 827, Kanda Chowk, Saharanpur 245226",Telugu,Anantapur,733,Home Loan,16429,5,0.3,Debt Consolidation,3536.29,192.168.119.3,"86.7338815, 9.044289",[],11,Yes
Emir Chad,16-08-1976,Male,Widowed,08386503470,chandzara@example.org,"117, Mangal Path
Kolkata 823540",Gujarati,Muzaffarnagar,536,Home Loan,60041,10,0.29,Education Fees,6830.7,10.48.236.142,"-57.2106045, 0.989840","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 1), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 24), 'Payment Mode': 'UPI'}]",11,Yes
Aaryahi Gade,27-04-1962,Female,Married,+918007966251,deysaksham@example.net,"23
Dixit
Orai 776032",Urdu,Amravati,369,Auto Loan,51746,4,0.29,Medical Emergency,13727.41,172.31.80.10,"71.6951345, 74.812386","[{'Payment Date': datetime.date(2023, 5, 24), 'Payment Mode': 'Net Banking'}]",12,No
Indrans Issac,20-07-1991,Male,Divorced,+917446407502,fkakar@example.org,"31, Garde Circle
Fatehpur-203217",Hindi,Akola,750,Home Loan,14479,15,0.26,Education Fees,1140.93,10.132.155.50,"-77.137826, -149.863613","[{'Payment Date': datetime.date(2023, 5, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 16), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 23), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 15), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 17), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 11, 2), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 12, 8), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 1, 15), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2024, 2, 19), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 3, 22), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 4, 7), 'Payment Mode': 'Debit Card'}]",13,No
Sahil Bumb,19-03-1973,Male,Single,+917863100637,halderkanav@example.org,"H.No. 50, Borde Ganj, Ratlam 734655",Marathi,South Dumdum,449,Auto Loan,21807,3,0.21,Wedding Expenses,7524.89,10.254.254.215,"-9.4722185, -116.541085","[{'Payment Date': datetime.date(2023, 5, 25), 'Payment Mode': 'Debit Card'}]",5,No
Hazel Bhagat,24-12-1958,Female,Widowed,05811448383,ranganathankhushi@example.org,"63/846, Barad Nagar, Ichalkaranji-072539",Tamil,Aizawl,443,Home Loan,74665,1,0.19,Wedding Expenses,75847.2,172.30.226.33,"-22.8025515, 104.311313","[{'Payment Date': datetime.date(2023, 5, 2), 'Payment Mode': 'Cash'}]",15,No
Elakshi Saraf,19-02-1971,Female,Single,07312284747,shamik90@example.com,"30
Buch Street
Nashik 745330",Bengali,Jaipur,421,Personal Loan,28748,14,0.12,Debt Consolidation,2210.75,172.24.92.245,"-55.3153005, 5.839894","[{'Payment Date': datetime.date(2023, 5, 25), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 2), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 4), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 1), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 2), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 12, 5), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 1, 12), 'Payment Mode': 'Net Banking'}]",15,No
Dishani Thakur,24-01-1959,Male,Divorced,+917779554935,agateaarav@example.org,"45/036
Dugal Marg, Sonipat-554293",Marathi,Tirupati,504,Personal Loan,64488,1,0.15,Education Fees,65294.1,192.168.240.55,"-22.479402, 116.973565","[{'Payment Date': datetime.date(2023, 5, 6), 'Payment Mode': 'Debit Card'}]",7,Yes
Ela Bahl,14-06-2003,Male,Widowed,3004664659,samar91@example.com,"45/34, Ganesh Nagar
Karawal Nagar-473962",Bengali,Sikar,384,Auto Loan,34514,9,0.16,Home Renovation,4095.06,10.154.235.35,"47.225276, 50.398190","[{'Payment Date': datetime.date(2023, 5, 7), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 24), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 27), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 6), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 13), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 24), 'Payment Mode': 'Debit Card'}]",14,Yes
Lakshay Warrior,30-07-1999,Female,Widowed,9117399318,subramanianzeeshan@example.net,"08, Gade Ganj
Sonipat 516154",Kannada,Parbhani,559,Personal Loan,39864,6,0.16,Wedding Expenses,6957.48,192.168.6.185,"75.2215735, 78.601979","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 5, 24), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 8), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 22), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 10), 'Payment Mode': 'UPI'}]",8,Yes
Azad Kade,04-12-1976,Female,Single,01531139245,vivaankanda@example.com,"656, Dass Street, Dhanbad-946532",Malayalam,Junagadh,671,Personal Loan,55820,12,0.18,Debt Consolidation,5117.58,192.168.157.136,"4.278688, -130.411310","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 20), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 2), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 19), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 7), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 13), 'Payment Mode': 'Credit Card'}]",12,Yes
Gatik Mammen,25-11-1972,Female,Widowed,+911561269438,tiya47@example.com,"845
Amble Marg
Secunderabad 970723",Gujarati,Jodhpur,522,Auto Loan,91566,11,0.3,Medical Emergency,9624.13,10.57.181.52,"-28.790978, -88.017886","[{'Payment Date': datetime.date(2023, 5, 2), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 21), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 27), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 27), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 11), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 10, 24), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 11, 14), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 12, 28), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 1, 28), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 2, 17), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 3, 21), 'Payment Mode': 'Cash'}]",4,No
Tejas Lal,13-12-1979,Female,Widowed,+911038336299,dgandhi@example.com,"H.No. 58, Mandal Ganj
Raipur 917418",Marathi,Aurangabad,735,Personal Loan,95987,6,0.15,Medical Emergency,16704.98,10.170.179.162,"6.817899, -127.273775","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 27), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 28), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 5), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 16), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 10), 'Payment Mode': 'Debit Card'}]",7,Yes
